target,feature,coefficient,feature_mean,feature_std
forward_drive,intercept,0.4125,,
forward_drive,descending_abs_mass,-0.05440676379534957,0.2335769841447472,0.160871918692594
forward_drive,descending_signed_mass,-0.04098449341126174,0.0689858223777264,0.08069709416784107
forward_drive,memory_axis_abs_mass,0.0465990024565289,0.08173035897198133,0.09903901144492346
forward_drive,memory_axis_signed_mass,0.019697425485049058,0.04526160188834182,0.11867290803162578
forward_drive,visual_projection_abs_mass,0.004078633601183696,1.0658107548952103,0.16881431270375608
forward_drive,visual_projection_signed_mass,0.030053674540051378,0.23050142638385288,0.4307149817292554
forward_drive,gustatory_abs_mass,-0.027062310233377202,0.06460010653972856,0.09336208386243423
forward_drive,gustatory_signed_mass,0.02838332861432256,-0.05234691432997348,0.07599766807287296
forward_drive,mechanosensory_abs_mass,-0.06295880741260236,0.06767834967467931,0.06579011837495878
forward_drive,mechanosensory_signed_mass,0.06059206373016107,-0.05631252517923707,0.05491751426775646
turning_drive,intercept,0.41250000000000003,,
turning_drive,descending_abs_mass,-0.01688737259462776,0.2335769841447472,0.160871918692594
turning_drive,descending_signed_mass,-0.0024324398745815246,0.0689858223777264,0.08069709416784107
turning_drive,memory_axis_abs_mass,0.003460125229288338,0.08173035897198133,0.09903901144492346
turning_drive,memory_axis_signed_mass,-0.07310342838578375,0.04526160188834182,0.11867290803162578
turning_drive,visual_projection_abs_mass,-0.07993651879205686,1.0658107548952103,0.16881431270375608
turning_drive,visual_projection_signed_mass,-0.01571095693733593,0.23050142638385288,0.4307149817292554
turning_drive,gustatory_abs_mass,-0.06962503921177815,0.06460010653972856,0.09336208386243423
turning_drive,gustatory_signed_mass,0.07249923292090854,-0.05234691432997348,0.07599766807287296
turning_drive,mechanosensory_abs_mass,-0.08584316691308373,0.06767834967467931,0.06579011837495878
turning_drive,mechanosensory_signed_mass,0.09067171304099832,-0.05631252517923707,0.05491751426775646
feeding_drive,intercept,0.4375,,
feeding_drive,descending_abs_mass,-0.07400042928298849,0.2335769841447472,0.160871918692594
feeding_drive,descending_signed_mass,-0.1215774894730375,0.0689858223777264,0.08069709416784107
feeding_drive,memory_axis_abs_mass,0.036718876429997285,0.08173035897198133,0.09903901144492346
feeding_drive,memory_axis_signed_mass,0.09975130580495765,0.04526160188834182,0.11867290803162578
feeding_drive,visual_projection_abs_mass,0.05713965507254891,1.0658107548952103,0.16881431270375608
feeding_drive,visual_projection_signed_mass,0.007222772577133215,0.23050142638385288,0.4307149817292554
feeding_drive,gustatory_abs_mass,0.13064043711396378,0.06460010653972856,0.09336208386243423
feeding_drive,gustatory_signed_mass,-0.1312184800193544,-0.05234691432997348,0.07599766807287296
feeding_drive,mechanosensory_abs_mass,0.02643978524018557,0.06767834967467931,0.06579011837495878
feeding_drive,mechanosensory_signed_mass,-0.05166573359356194,-0.05631252517923707,0.05491751426775646
grooming_drive,intercept,0.3,,
grooming_drive,descending_abs_mass,0.10136073674480431,0.2335769841447472,0.160871918692594
grooming_drive,descending_signed_mass,0.13711025442424574,0.0689858223777264,0.08069709416784107
grooming_drive,memory_axis_abs_mass,-0.03614621685120688,0.08173035897198133,0.09903901144492346
grooming_drive,memory_axis_signed_mass,0.012475240624605153,0.04526160188834182,0.11867290803162578
grooming_drive,visual_projection_abs_mass,0.07044093960443809,1.0658107548952103,0.16881431270375608
grooming_drive,visual_projection_signed_mass,0.027121250570364016,0.23050142638385288,0.4307149817292554
grooming_drive,gustatory_abs_mass,-0.0438914701850941,0.06460010653972856,0.09336208386243423
grooming_drive,gustatory_signed_mass,0.040026258602236624,-0.05234691432997348,0.07599766807287296
grooming_drive,mechanosensory_abs_mass,0.09767902160863755,0.06767834967467931,0.06579011837495878
grooming_drive,mechanosensory_signed_mass,-0.07660892242012952,-0.05631252517923707,0.05491751426775646
visual_steering_drive,intercept,0.28750000000000003,,
visual_steering_drive,descending_abs_mass,-0.01957541489911952,0.2335769841447472,0.160871918692594
visual_steering_drive,descending_signed_mass,-0.019335188473397765,0.0689858223777264,0.08069709416784107
visual_steering_drive,memory_axis_abs_mass,-0.017572858764271865,0.08173035897198133,0.09903901144492346
visual_steering_drive,memory_axis_signed_mass,-0.1330187845251392,0.04526160188834182,0.11867290803162578
visual_steering_drive,visual_projection_abs_mass,-0.15152806510258676,1.0658107548952103,0.16881431270375608
visual_steering_drive,visual_projection_signed_mass,-0.05640314748974281,0.23050142638385288,0.4307149817292554
visual_steering_drive,gustatory_abs_mass,-0.07311810538054217,0.06460010653972856,0.09336208386243423
visual_steering_drive,gustatory_signed_mass,0.07790901943016516,-0.05234691432997348,0.07599766807287296
visual_steering_drive,mechanosensory_abs_mass,-0.11929139728214566,0.06767834967467931,0.06579011837495878
visual_steering_drive,mechanosensory_signed_mass,0.12145288058920699,-0.05631252517923707,0.05491751426775646
